4.39168,4.07332,5.12474,5.39694,6.4863,6.5058,5.71725,7.30387,5.79547,5.22309,5.25366,6.4284,6.48742,5.69107,5.47728,6.42898,6.93717,6.29995,6.75801,6.17355,6.825,5.24403,4.47566,4.11236,3.72082,3.66644,3.76088,3.42473,3.17423,2.53827,3.46118,4.00584,3.01569,3.31986,2.75018,2.24882,1.88472,1.96026,1.85325,1.28142,1.70816,2.54626,3.23098,3.89656,3.37483,3.70445,4.18012,4.57477,3.07638,3.26817,2.93571,3.13794,2.92232,2.88643,1.87391,2.08608,2.06968,1.20221,1.01878,0.552207,0.485671,0.404854,0.933379,1.47007,1.0157,0.654788,0.651455,0.487886,0.265205,0.201813,0.247076,0.406542,0.220879,0.229037,0.0937108,0.0479774,0.0381095,0.0137311,0.00389913,0.00496299,0.00293791,0.00156326,0.00185902,0.00329977,0.000722266,0.000404998,0.000394173,0.00055417,0.000238727,0.000109746,2.84591e-05,1.58064e-06,8.77794e-09,2.84407e-10,4.00541e-11,4.2417e-15,2.48026e-22,7.52373e-34,1.29723e-70,0,
4.39168,3.04503,2.45026,2.75326,3.03403,3.07972,3.41247,3.23375,2.61166,3.10671,2.49086,1.62066,1.8269,2.34753,2.18997,2.21712,2.04351,2.03043,2.24725,2.15327,2.09204,3.01207,3.09314,3.22018,3.89993,3.29661,2.94626,2.69585,2.34851,2.03649,2.21167,2.93437,3.08519,2.82546,2.0961,1.4861,1.05431,1.31499,1.48041,1.63697,1.65507,1.14144,1.546,2.08731,2.62647,3.09452,2.80979,3.1572,4.16637,5.20575,6.91919,8.32805,8.77695,8.86853,8.08675,11.0477,10.81,10.5626,9.81369,7.23196,7.24719,5.93595,5.46113,4.1647,3.44647,4.51568,5.77109,4.21981,3.47848,3.70453,3.90585,3.61608,2.67608,2.96504,2.34942,0.937072,0.669319,0.68158,0.755084,1.0315,0.563884,0.769612,0.559092,0.602462,1.18749,1.11279,1.53299,2.2446,2.39141,2.60435,0.717239,0.423254,0.563446,0.273952,0.240375,0.0686727,0.00855095,0.000352854,3.67974e-06,0,
4.39168,4.68173,3.7974,3.46711,3.51213,3.3334,3.78687,4.01241,3.76772,3.81865,4.01343,3.88805,4.25575,4.1104,3.70137,3.41279,3.19399,2.60224,2.54353,2.65408,3.11305,2.80596,2.14793,2.07325,2.46908,2.24229,3.15144,2.71413,2.40598,3.09457,3.07545,3.36871,2.73838,2.41333,2.42963,2.8825,2.12588,2.05195,2.23642,2.45137,2.37247,2.44027,2.06576,2.23198,2.55411,2.14614,2.512,2.64682,2.30087,3.96599,3.4435,3.72303,4.35354,4.10471,4.58968,5.00235,4.90926,5.64242,5.38183,6.27085,7.18642,5.40588,4.7044,6.32236,9.28716,8.63027,7.93703,6.81847,6.37809,4.42587,5.4849,5.23961,5.79541,6.68631,6.97729,5.45525,4.82626,3.34212,3.07027,5.26272,7.5108,7.87201,6.77114,7.06795,7.36882,6.4147,4.92964,5.33713,5.56496,3.49514,2.77808,1.22784,1.54151,1.56677,1.65422,3.6878,3.59128,4.84289,5.93865,9.30451,
4.39168,4.46598,4.71618,4.69075,4.55232,5.25419,5.43154,4.40041,4.78756,6.33893,5.52065,5.01518,5.10398,6.55925,5.24639,6.41606,5.65046,6.46691,6.82535,9.58466,10.7128,11.6571,11.4481,9.27488,7.74231,8.53614,9.31762,9.36909,11.2999,9.67004,10.4777,10.1461,11.4769,13.3222,13.4942,13.5531,12.2402,11.9343,12.1379,13.8051,16.0488,16.3419,13.93,12.4346,12.3141,13.3405,11.729,9.36306,8.37111,9.32242,11.7545,11.9361,10.7357,11.8569,14.5485,16.2733,13.4252,12.6884,13.4728,14.0656,13.932,13.6853,12.1419,13.2309,10.3914,9.76979,8.34433,7.20608,9.0516,7.95637,6.75296,6.99242,7.527,10.3323,9.57868,6.55566,7.27519,9.05226,8.45408,9.37061,11.7345,12.0696,13.1462,13.0747,13.5584,15.168,15.111,13.8371,12.8936,12.0107,13.5038,12.4094,14.4304,15.8814,14.4499,13.9611,14.025,17.5464,14.7762,14.0062,
4.39168,4.70063,4.79305,4.66154,3.93781,4.08922,4.77258,4.40179,4.67991,5.48856,5.45331,4.47075,4.27309,4.4126,3.33414,3.08677,3.38179,3.91724,3.526,3.25866,2.5196,2.45518,1.89787,2.24984,2.57956,2.4053,2.28198,2.40489,3.11058,3.59653,5.35501,4.825,5.1809,3.42118,3.09179,2.93405,3.19178,3.02968,3.85381,4.35592,4.08714,4.39583,4.07705,4.95064,3.69666,2.9234,3.07943,2.56748,2.00107,1.71296,2.02155,2.37414,3.05738,2.85659,2.52798,2.52954,1.75186,0.960585,0.7321,0.752967,1.83227,2.46961,1.99553,1.92498,1.78623,1.62537,2.14609,2.04654,1.45429,1.95165,2.94788,2.45027,4.51018,6.11655,6.24111,8.05329,7.85111,8.09027,6.19091,4.05395,4.185,6.05454,6.82968,4.74146,5.29392,7.13155,4.99188,4.67654,4.64619,5.31642,3.57855,3.96313,4.72346,6.11682,8.00703,9.58177,8.95068,14.1308,13.1917,14.751,
4.39168,3.84365,3.95695,3.82014,3.76432,2.96321,3.2248,3.58637,2.7733,2.77782,3.36323,2.89234,2.49376,3.43994,3.90825,3.75739,3.67304,4.5062,4.07923,4.44063,3.83015,3.9508,3.15615,2.76243,4.00232,5.08482,5.03992,4.28238,3.71936,3.495,3.82951,3.24073,3.57537,3.26488,3.47625,3.61889,4.02636,4.00637,3.61872,2.6152,1.65189,1.404,1.12649,0.717614,0.53277,0.443604,0.518828,0.472706,0.254941,0.287229,0.292023,0.180592,0.184508,0.145026,0.13724,0.158583,0.242111,0.208854,0.105491,0.111001,0.134524,0.22226,0.271988,0.12079,0.0695555,0.0775914,0.0519815,0.0333817,0.0191632,0.0274461,0.0101859,0.0133037,0.0105792,0.0170753,0.0233817,0.0229375,0.0299937,0.0407965,0.0355381,0.0654146,0.0878944,0.122769,0.045938,0.0345652,0.093496,0.0304211,0.0545176,0.276332,0.294989,0.18607,0.137068,0.0469831,0.0261721,0.0120509,0.0369206,0.00236177,0.000303227,8.17187e-06,1.17564e-11,0,
4.39168,4.39083,4.09577,4.36001,3.52321,3.03722,2.60366,1.96467,1.96376,2.1659,2.01412,2.72947,2.93412,1.98439,2.35683,2.16493,2.42012,2.1377,2.34692,2.22001,1.71745,2.35989,2.10218,1.9858,1.74094,1.65508,1.80035,1.49866,1.62596,2.18481,2.52991,2.46662,2.1732,2.06718,2.31616,1.82181,1.70872,1.03511,1.01897,1.02715,1.41866,1.18763,0.890469,0.956738,1.03601,1.0623,1.05213,1.11623,1.33517,1.7081,1.33946,1.74131,1.63981,1.68273,1.54995,1.97453,1.91401,1.63331,1.27491,1.62634,0.924068,1.23219,1.061,0.737233,0.759319,0.702877,0.437865,0.300958,0.302173,0.237605,0.240236,0.305791,0.227643,0.260304,0.153352,0.051488,0.0390229,0.0182934,0.0360041,0.045005,0.0454718,0.162511,0.112074,0.0321256,0.00801155,0.00303932,0.00186726,0.00157654,0.00212604,0.000798033,7.91672e-05,2.27822e-05,9.95973e-06,1.55718e-05,1.27924e-06,1.26915e-06,3.86689e-06,8.16746e-08,2.25527e-15,0,
4.39168,4.05374,3.86934,3.71876,4.29476,3.37483,2.67287,2.27079,2.6235,1.97849,1.69013,1.66238,1.7904,1.58681,1.68447,1.35539,1.56042,1.26707,0.858635,0.720468,1.39575,1.66675,1.8154,2.18812,1.80687,2.43425,1.35213,1.64704,2.1968,1.89746,1.47093,0.823373,0.781162,0.600689,0.828198,0.484457,0.602307,0.712926,0.716569,0.760561,0.500297,0.594268,0.574717,0.893581,0.767008,0.582156,0.543087,0.589666,0.43274,0.591284,0.718821,0.498307,0.538055,0.776057,0.760438,1.12185,0.601436,0.725804,1.00935,0.906783,0.605044,0.641944,0.216316,0.195334,0.204912,0.274427,0.225502,0.200795,0.133949,0.128566,0.198264,0.216989,0.251821,0.240218,0.0851397,0.0330195,0.0185151,0.00302368,0.00427279,0.00348391,0.00423333,0.0332929,0.0116368,0.00228292,0.00143859,0.000261313,0.00115652,0.000223519,7.16055e-05,1.32116e-05,1.50335e-05,2.32759e-06,1.22123e-08,5.17618e-09,9.57537e-11,1.13038e-16,4.72126e-22,9.27369e-45,1.64549e-87,0,
4.39168,4.06126,3.74922,3.63181,3.24007,3.94491,3.18502,3.22107,3.90666,3.76531,3.98308,3.43696,3.44782,3.6696,4.41012,4.50916,4.91903,5.3415,5.74765,6.50868,8.24031,8.5606,8.8014,8.4442,6.57393,5.45386,5.46409,6.33747,7.05227,6.09626,5.55945,6.62556,5.40331,4.4433,3.10577,3.19379,2.58739,2.38537,1.81801,2.10777,2.67448,2.34888,1.83961,2.14562,1.81066,2.21413,2.20642,2.1748,1.93301,1.78551,1.3135,1.35935,1.75359,1.67238,2.27402,2.14133,2.11365,1.59158,1.75919,3.08215,3.43966,4.26588,4.40227,5.62599,5.07462,5.45858,4.5605,5.59585,5.73616,6.12956,9.4264,11.2765,11.2736,7.77111,6.61682,9.8694,11.1424,13.0668,15.8424,16.6982,14.219,18.245,15.8871,16.0279,16.546,15.5122,15.5318,15.5471,17.4775,14.6769,16.9009,17.8384,18.8202,18.3269,16.5309,18.6805,16.7731,17.3236,14.3521,14.7684,
4.39168,4.68734,3.77336,2.89193,3.30362,3.55166,3.19915,3.46602,3.8107,4.15492,4.53132,4.57873,4.60837,4.25184,4.11055,4.47206,4.43753,4.68067,5.87019,5.67023,5.20775,5.06695,5.26908,4.38295,3.98132,3.68104,4.11934,4.11076,3.89045,3.78849,4.63681,3.80664,3.67847,4.04753,5.52475,4.91222,4.44784,3.047,3.35293,3.10943,3.56423,3.50638,4.59707,5.07311,4.72646,4.01173,4.42246,4.12669,4.82502,6.54316,7.6954,8.03423,7.66561,7.76533,6.39235,6.04249,6.73417,6.01387,5.9193,6.76368,9.20361,11.0575,10.6486,8.46294,7.58455,6.18402,5.34874,4.94686,4.3116,3.93999,4.38396,5.39081,7.22462,6.82617,5.89248,5.83285,6.73153,5.58791,6.22309,7.30476,8.43972,7.4145,7.13676,5.90931,6.03875,6.53089,6.66761,8.30026,10.7526,14.2207,15.7407,13.3009,16.0638,16.5967,17.9662,13.7983,10.9894,11.6094,11.7915,10.7926,
